grdc_no,wmo_reg,sub_reg,river,station,country,lat,long,area,altitude,d_start,d_end,d_yrs,d_miss,m_start,m_end,m_yrs,m_miss,t_start,t_end,t_yrs,lta_discharge,r_volume_yr,r_height_yr
6606560,6,6,"GLEN, RIVER",KATES BRIDGE AND KING STREET BRIDGE,GB,52.72018235,-0.363666454,341.9,6.1,1960,2018,59,2.133685801,,,,,1960,2018,59,1.129,1.129,1.129
5302400,5,2,GLENELG RIVER,DARTMOOR,AU,-37.9252,141.2811,11914,7.69,1948,2010,63,0.131538563,1948,2001,54,0,1948,2010,63,16.607,16.607,16.607
6731400,6,31,GLOMMA,LANGNES,NO,59.609165,11.118062,40540,101,1901,2013,113,0,1901,1984,84,0,1901,2013,113,690.582,690.582,690.582
6731401,6,31,GLOMMA,ELVERUM,NO,60.88,11.56,15426,-999,1871,2014,144,0,,,,,1871,2014,144,251.066,251.066,251.066
6731402,6,31,GLOMMA,SKARNES,NO,60.254318,11.67747,20300,129.4,1887,2014,128,39.53533232,,,,,1887,2014,128,303.935,303.935,303.935
6731403,6,31,GLOMMA,SOLBERGFOSS,NO,59.637333,11.153544,40540,101,1901,2013,113,0,,,,,1901,2013,113,690.582,690.582,690.582
6342655,6,42,GLONN,HOHENKAMMER,DE,48.422706,11.524145,392,450.08,1935,2016,82,0,,,,,1935,2016,82,3.279,3.279,3.279
6139240,6,39,GLUEYRE,GLUIRAS (TISONECHE),FR,44.828658,4.517764,71,464.38,1953,2012,60,0.603686636,1960,1991,32,0,1953,2012,60,2.093,2.093,2.093
6503370,6,3,"GLYDE, RIVER",MANSFIELDSTOWN,IE,53.896607,-6.444002,345.8,-999,1955,1999,45,0.577639752,,,,,1955,1999,45,4.723,4.723,4.723
2856200,2,56,GODAVARI RIVER,DHALEGAON,IN,19.2,76.37,30840,387,,,,,1968,1979,12,8.333333333,1968,1979,12,127.014,127.014,127.014
2856300,2,56,GODAVARI RIVER,BABLI,IN,18.87,77.82,55510,304,,,,,1971,1979,9,11.11111111,1971,1979,9,165.379,165.379,165.379
2856320,2,56,GODAVARI RIVER,BASAR,IN,18.87,77.98,86660,299,,,,,1971,1979,9,11.11111111,1971,1979,9,244.285,244.285,244.285
2856500,2,56,GODAVARI RIVER,MANCHERIAL,IN,18.83,79.45,102900,124,,,,,1968,1979,12,8.333333333,1968,1979,12,433.431,433.431,433.431
2856900,2,56,GODAVARI RIVER,POLAVARAM,IN,16.92,81.78,299320,-999,,,,,1901,1979,79,6.468716861,1901,1979,79,3073.755,3073.755,3073.755
4214350,4,14,GODS RIVER,BELOW ALLEN RAPIDS,CA,55.02639,-93.836113,25900,-999,1933,1994,62,6.869549742,1933,1994,62,7.046070461,1933,1994,62,157.863,157.863,157.863
4214351,4,14,GODS RIVER,NEAR SHAMATTAWA,CA,55.85,-92.0986,65500,-999,1968,2016,49,18.31914774,,,,,1968,2016,49,421.331,421.331,421.331
3663500,3,63,"GOIO BANG, RIO",PONTE DO GOIO BANG,BR,-24.61667,-52.93306,1350,320,1967,2005,39,1.09028718,1967,1991,25,3.071672355,1967,2005,39,29.852,29.852,29.852
1582820,1,82,GOJEB WENZ,NEAR ENDEBER,ET,8.1,37.9,109,2050,1978,1980,3,0,1978,1980,3,0,1978,1980,3,1.283,1.283,1.283
6691700,6,91,GOKSU,HIMMETLI,TR,37.9,36.083333,2597,665,1977,1987,11,0,1977,1986,10,0,1977,1987,11,29.74,29.74,29.74
6691550,6,91,GOKSU NEHRI,KARAHACILI,TR,36.416667,33.833333,10044,-999,1967,1986,20,52.62247839,1967,1985,19,54.79452055,1967,1986,20,155.52,155.52,155.52
4215650,4,15,GOLD RIVER,ABOVE PALMER CREEK,CA,51.676945,-117.71667,427,770,1973,2017,45,0,1973,1996,24,0,1973,2017,45,18.226,18.226,18.226
4244980,4,44,GOLD RIVER,MOSHER'S FALLS,CA,44.564445,-64.351669,370,38,1965,1996,32,0,1965,1996,32,0,1965,1996,32,11.074,11.074,11.074
6935200,6,35,GOLDBACH,GOLDACH (BLEICHE),CH,47.4873,9.4715,50,445.192,1974,2016,43,0,,,,,1974,2016,43,1.374,1.374,1.374
2907940,2,7,GOLOUSTNAYA,GOLOUSTNAYA,RU,52.05,105.42,2260,-999,,,,,1942,1997,56,34.63268366,1942,1997,56,9.468,9.468,9.468
2908185,2,8,GOLUMET',GOLUMET,RU,53.05,102.37,980,-999,,,,,1976,1990,15,1.775147929,1976,1990,15,2.803,2.803,2.803
1835500,1,35,"GONGOLA, RIVER",DADIN KOWA,NG,10.29912,11.513371,-999,-999,,,,,1977,1977,1,0,1977,1977,1,128.233,128.233,128.233
2589200,2,89,GONO KAWA,KAWAHIRA,JP,34.995278,132.286667,3807,-999,1986,2003,18,33.34347429,1986,2000,15,40,1986,2003,18,151.382,151.382,151.382
2589201,2,89,GONO KAWA,TSUGA,JP,34.945556,132.645,2890,-999,1993,2003,11,2.340054767,1993,2000,8,0,1993,2003,11,112.107,112.107,112.107
2589202,2,89,GONO KAWA,OZEKIYAMA,JP,34.808333,132.843611,1981,-999,1993,2003,11,0,1993,2000,8,0,1993,2003,11,59.229,59.229,59.229
5204150,5,4,GOOBARAGANDRA RIVER,LACMALAC,AU,-35.329,148.3484,667.9,308,1957,2011,55,0.025210508,,,,,1957,2011,55,8.404,8.404,8.404
4103615,4,3,GOODPASTER RIVER,"NEAR BIG DELTA, AK",US,64.4502,-144.9446,1753.4,411.48,1997,2019,23,0,,,,,1997,2019,23,14.761,14.761,14.761
4113307,4,13,GOOSE RIVER,"HILLSBORO, ND",US,47.4,-97.06,3115.7,268,1931,2018,88,1.327917513,,,,,1931,2018,88,3.351,3.351,3.351
2909597,2,9,GORBIACHIN,GORBIYACHIN,RU,67.48,87.83,3670,-999,,,,,1979,1993,15,25,1979,1993,15,65.401,65.401,65.401
4209580,4,9,GORDON RIVER,NEAR THE MOUTH,CA,66.809998,-107.10111,1530,-999,1977,1994,18,11.67664671,1977,1994,18,12.5,1977,1994,18,9.049,9.049,9.049
2421800,2,21,"GORGAN, RUDKHANEH-YE",GONBAD-KABUS,IR,37.258889,55.153333,5310,36,1955,2016,62,3.240719961,1965,1984,20,28.87029289,1955,2016,62,7.136,7.136,7.136
1512100,1,12,GORGOL EL ABIOD,AGUEILLAT,MR,16.92,-12.38,8370,-999,1978,1985,8,12.62833676,1978,1985,8,12.5,1978,1985,8,2.016,2.016,2.016
6935380,6,35,GORNERNBACH,KIENTAL,CH,46.547,7.7574,26,1330.356,1950,1982,33,0,,,,,1950,1982,33,1.43,1.43,1.43
1582850,1,82,GOROMBO SHET',NEAR ENDEBER,ET,8.13,37.92,65,2050,1978,1980,3,0,1978,1980,3,0,1978,1980,3,1.203,1.203,1.203
1234180,1,34,GOROUBI,DIONGORE AMONT,NE,12.96,2.32,15350,-999,1962,1988,27,22.86900074,1962,1988,27,22.97734628,1962,1988,27,5.708,5.708,5.708
1234050,1,34,GOROUOL,DOLBEL,NE,14.62,0.3,7500,-999,1961,1988,28,9.04718966,1961,1988,28,8.841463415,1961,1988,28,9.112,9.112,9.112
1234080,1,34,GOROUOL,ALCONGUI,NE,14.75,0.6,44900,227,1961,1988,28,20.66720096,1957,1989,33,6.666666667,1957,1989,33,9.854,9.854,9.854
1934645,1,34,GOROUOL,KORIZIENA,BF,14.37,-0.03,2500,-999,,,,,1964,1989,26,28.52564103,1964,1989,26,2.109,2.109,2.109
6246120,6,46,GORSCHITZ,BRUCKL,AT,46.7581,14.5333,315.6,497.01,1951,2005,55,0,,,,,1951,2005,55,3.822,3.822,3.822
6246121,6,46,GORSCHITZ,HUETTENBERG,AT,46.94,14.55,130.3,777.51,1966,2012,47,0,,,,,1966,2012,47,1.701,1.701,1.701
6229500,6,29,GOTA ALV,VARGOENS KRV,SE,58.35,12.37,46885.5,44,1850,2018,169,0.001622586,1807,2018,212,0.039370079,1807,2018,212,531.698,531.698,531.698
6233128,6,33,GOTHEMAN,HORSNE,SE,57.55,18.6,349,-999,1984,2019,36,0,1984,2018,35,0,1984,2019,36,2.541,2.541,2.541
1934575,1,34,GOUDEBO,YAKOUTA,BF,14.08,-0.13,1640,-999,1978,1983,6,5.887722501,1963,1985,23,19.34306569,1963,1985,23,1.427,1.427,1.427
6125370,6,25,GOUDECH,SAINT-MAURICE-DE-VENTALON (LA CEPEDE),FR,44.340419,3.788091,10,1063.16,1949,2012,64,0.545399014,,,,,1949,2012,64,0.506,0.506,0.506
2907920,2,7,GOUDZHOKIT,GUODJOKIT,RU,55.7,109.05,297,-999,,,,,1949,1999,51,1.633986928,1949,1999,51,8.042,8.042,8.042
4232900,4,32,GOULAIS RIVER,NEAR SEARCHMONT,CA,46.860279,-83.971664,1160,290,1967,2017,51,0,1967,1996,30,0,1967,2017,51,18.173,18.173,18.173
5202105,5,2,GOULBURN RIVER,COGGAN,AU,-32.3444,150.1013,3340,221.33,1913,2008,96,1.660145011,,,,,1913,2008,96,2.34,2.34,2.34
1160435,1,60,GOUNARIVIER,GOUNA COMMONAGE CON. (27692501),ZA,-33.991111,23.041944,94,61,1959,1992,34,5.612116113,,,,,1959,1992,34,0.269,0.269,0.269
1160660,1,60,GQUNUBE,OUTSPAN (27672101),ZA,-32.801667,27.855278,509,197,1972,2018,47,0,,,,,1972,2018,47,0.587,0.587,0.587
6457240,6,57,GRABIA,GRABNO,PL,51.45833333,18.98527778,807.9,141.55,1950,2017,68,0,1960,1980,21,0,1950,2017,68,4.182,4.182,4.182
6934510,6,34,GRAESE A,HORUP,DK,55.84828,12.12188,25,7.9,1946,2017,72,0,,,,,1946,2017,72,0.124,0.124,0.124
4208480,4,8,GRAHAM RIVER,ABOVE COLT CREEK,CA,56.458611,-122.35611,2200,-999,1981,2014,34,6.514736673,1981,1993,13,0,1981,2014,34,23.904,23.904,23.904
3650320,3,50,"GRAJAU, RIO",GRAJAU,BR,-5.81667,-46.13333,4070,-999,1965,1982,18,3.422573775,1965,1982,18,12.68292683,1965,1982,18,43.021,43.021,43.021
3650321,3,50,"GRAJAU, RIO",GRAJAU II,BR,-5.82181,-46.1444,4160,148,1978,2007,30,2.062608378,1984,1992,9,0,1978,2007,30,25.165,25.165,25.165
4215125,4,15,GRANBY RIVER,GRAND FORKS,CA,49.0442,-118.4386,2050,-999,1914,2015,102,45.93574817,,,,,1914,2015,102,30.323,30.323,30.323
6119210,6,19,GRAND ARRIOU,MOUSTEY (BIGANON),FR,44.409824,-0.752679,159,88.44,1967,2008,42,0.776335163,,,,,1967,2008,42,0.995,0.995,0.995
6119300,6,19,GRAND LAY,SAINT-PROUANT (MONSIREIGNE),FR,46.749308,-0.951777,131,118.99,1968,2012,45,0.677840769,,,,,1968,2012,45,1.335,1.335,1.335
4121420,4,21,GRAND RIVER,"LITTLE EAGLE, SD",US,45.6578,-100.8182,13908.3,495.19,1958,2018,61,0,,,,,1958,2018,61,7.49,7.49,7.49
4122250,4,22,GRAND RIVER,"NEAR GALLATIN, MO",US,39.927,-93.9427,5827.5,218.71,1920,2019,100,0.08047508,,,,,1920,2019,100,36.686,36.686,36.686
4122251,4,22,GRAND RIVER,"NEAR SUMNER, MO",US,39.6403,-93.2738,17819.2,192.38,1924,2018,95,0,,,,,1924,2018,95,121.838,121.838,121.838
4133750,4,33,GRAND RIVER,"GRAND RAPIDS, MICH.",US,42.9645,-85.6764,12691,178.52,1901,2018,118,21.0243528,1965,1984,20,0,1901,2018,118,111.239,111.239,111.239
4133751,4,33,GRAND RIVER,"LANSING, MI",US,42.7506,-84.5553,3185.7,245.53,1901,2019,119,23.71270257,,,,,1901,2019,119,25.924,25.924,25.924
4135500,4,35,GRAND RIVER,"PAINESVILLE, OH",US,41.7189,-81.2279,1774.2,181.77,1974,2019,46,0,,,,,1974,2019,46,29.525,29.525,29.525
4235100,4,35,GRAND RIVER,BRANTFORD,CA,43.1322,-80.2669,5210,-999,1913,2018,106,22.99626246,,,,,1913,2018,106,58.797,58.797,58.797
4235101,4,35,GRAND RIVER,GALT,CA,43.3528,-80.3169,3520,-999,1913,2018,106,0,,,,,1913,2018,106,37.499,37.499,37.499
4244920,4,44,GRAND RIVER,LOCH LOMOND,CA,45.73,-60.603333,120,-999,1920,1995,76,0,1920,1995,76,0,1920,1995,76,4.391,4.391,4.391
1689300,1,89,GRAND RIVER SOUTH EAST,LA PIPE,MU,-20.3,57.6,24.2,352,1978,1988,11,0,1976,1988,13,0,1976,1988,13,1.556,1.556,1.556
1689400,1,89,GRAND RIVER SOUTH EAST,BEAU CHAMP,MU,-20.27,57.77,163,38,1983,1986,4,0,1976,1986,11,35.38461538,1976,1986,11,3.967,3.967,3.967
4874310,4,74,"GRANDE DE CANDELARIA, RIO",EL REY,CR,9.67,-84.3,661,94,1973,1993,21,65.01026694,,,,,1973,1993,21,22.908,22.908,22.908
4772040,4,72,"GRANDE DE MATAGALPA, RIO",DARIO,NI,12.73,-86.12,728,425,1952,1993,42,14.91556607,1952,1993,42,14.2,1952,1993,42,2.637,2.637,2.637
4772050,4,72,"GRANDE DE MATAGALPA, RIO",SEBACO,NI,12.83,-86.07,426,-999,1969,1994,26,17.74920321,1969,1994,26,17.05685619,1969,1994,26,2.027,2.027,2.027
4772210,4,72,"GRANDE DE MATAGALPA, RIO",PAIWAS,NI,12.78,-85.12,6500,120,1963,1974,12,3.784295175,1963,1979,17,3.015075377,1963,1979,17,127.189,127.189,127.189
4772250,4,72,"GRANDE DE MATAGALPA, RIO",COPOLAR,NI,12.9,-84.9,7125,-999,1973,1984,12,15.55837563,1973,1984,12,16.15384615,1973,1984,12,144.031,144.031,144.031
4772300,4,72,"GRANDE DE MATAGALPA, RIO",SAN PEDRO DEL NORTE,NI,13.05,-84.72,14646,-999,1971,1982,12,8.534743202,1971,1982,12,7.575757576,1971,1982,12,486.209,486.209,486.209
4568100,4,68,"GRANDE DE OTORO, RIO",LA GLORIA,HN,14.44,-87.97,836,-999,1966,1981,16,0.182515057,,,,,1966,1981,16,18.044,18.044,18.044
4692700,4,92,"GRANDE DE SAN MIGUEL, RIO",LAS CONCHAS,SV,13.28,-88.42,2238,7,,,,,1976,1981,6,31.25,1976,1981,6,35.563,35.563,35.563
4692750,4,92,"GRANDE DE SAN MIGUEL, RIO",VADO MARIN,SV,13.3,-88.28,1900,20,,,,,1969,1981,13,27.02702703,1969,1981,13,26.272,26.272,26.272
4356100,4,56,"GRANDE DE SANTIAGO, RIO",EL CAPOMAL,MX,21.825,-105.1153,128943,39,1955,2003,49,1.758552446,1956,1981,26,0,1955,2003,49,220.308,220.308,220.308
4874200,4,74,"GRANDE DE TARCOLES, RIO",ALUMBRE,CR,9.9,-84.47,1745,101,1973,1993,21,65.01026694,,,,,1973,1993,21,67.56,67.56,67.56
4874210,4,74,"GRANDE DE TARCOLES, RIO",BALSA,CR,9.93,-84.38,1638,267,1977,1993,17,43.75427789,1965,1979,15,0,1965,1993,29,64.104,64.104,64.104
3268130,3,68,"GRANDE DE TARIJA, RIO",ALGARROBITO (1971: SAN TELMO),AR,-22.58,-64.23,10460,450,,,,,1964,1980,17,0,1964,1980,17,111.291,111.291,111.291
4568200,4,68,"GRANDE DEL AGUA CALIENTE, RIO",AGUA CALIENTE,HN,14.67,-87.32,1573,-999,1968,1981,14,0.758213985,,,,,1968,1981,14,25.886,25.886,25.886
6939205,6,39,GRANDE EAU,AIGLE,CH,46.3189,6.9709,132,465.591,1935,2016,82,0,,,,,1935,2016,82,4.935,4.935,4.935
4208627,4,8,GRANDE PRAIRIE CREEK,NEAR SEXSMITH,CA,55.374443,-118.91389,152,-999,1969,2015,47,31.56209228,1969,1993,25,33.10344828,1969,2015,47,n.a.,n.a.,n.a.
4589500,4,89,GRANDE RIVIERE A GOYAVES,PRISE D'EAU,GP,16.2,-61.65,54.3,90,1978,1983,6,0.593336376,1973,1975,3,0,1973,1983,11,5.084,5.084,5.084
1926700,1,26,"GRANDE, AGUA",LUCIAN COLA,ST,0.33,6.23,23.2,25,1988,1989,2,0,1988,1989,2,10.52631579,1988,1989,2,0.09,0.09,0.09
3268220,3,68,"GRANDE, RIO",SAN JUANCITO,AR,-24.35,-65,8440,900,,,,,1967,1981,15,3.636363636,1967,1981,15,20.173,20.173,20.173
3275450,3,75,"GRANDE, RIO",LA GOTERA,AR,-35.87,-69.88,-999,-999,1972,2013,42,2.579666161,1972,2013,42,4.016064257,1972,2013,42,110.326,110.326,110.326
3651670,3,51,"GRANDE, RIO",SITIO GRANDE,BR,-12.43056,-45.08556,4810,512,1977,2010,34,3.383611904,1977,1985,9,0,1977,2010,34,31.82,31.82,31.82
3651678,3,51,"GRANDE, RIO",BOQUEIRAO,BR,-11.35528,-43.84556,46300,401,1933,2010,78,0.380566226,1933,1985,53,6.4,1933,2010,78,268.524,268.524,268.524
3660105,3,60,"GRANDE, RIO",PORTO FELICIO (JUS. US. JAGUARA),BR,-19.96667,-47.5,63500,-999,,,,,1977,1985,9,40,1977,1985,9,1139.219,1139.219,1139.219
3660109,3,60,"GRANDE, RIO",ITUTINGA JUSANTE,BR,-21.3,-44.61667,6280,-999,,,,,1946,1984,39,36.53846154,1946,1984,39,142.309,142.309,142.309
3717600,3,17,"GRANDE, RIO",ABAPO,BO,-18.85,-63.47,59000,500,,,,,1976,1979,4,0,1976,1979,4,232.814,232.814,232.814
4584800,4,84,"GRANDE, RIO",FELLOWSHIP,JM,18.13825,-76.459889,215,31,1955,2019,65,1.338106196,1969,1979,11,1.515151515,1955,2019,65,24.283,24.283,24.283
4977410,4,77,"GRANDE, RIO",RIO GRANDE (EL POTRERO),PA,8.4333,-80.5,471,15,1955,2002,48,3.355940131,1965,1984,20,1.666666667,1955,2002,48,18.166,18.166,18.166
3844150,3,44,"GRANOBLES, RIO",A.J.GUACHALA,EC,0.025833,-78.166667,416,2750,1962,2005,44,16.51209425,1969,1994,26,5.448717949,1962,2005,44,4.899,4.899,4.899
4213600,4,13,GRASS RIVER,WEKUSKO FALLS,CA,54.788887,-99.969444,3290,270,1924,1991,68,49.0851201,1957,1991,35,0,1924,1991,68,11.255,11.255,11.255
4213601,4,13,GRASS RIVER,ABOVE STANDING STONE FALLS,CA,55.7431,-97,15400,-999,1915,2017,103,44.61702981,,,,,1915,2017,103,65.898,65.898,65.898
6731232,6,31,GRAVA,GRAVA,NO,59.24,8.04,6.3,375,1970,2014,45,0,,,,,1970,2014,45,0.144,0.144,0.144
3653770,3,53,"GRAVATAI, RIO",PASSO DAS CANOAS,BR,-29.9567,-51.0067,1660,0.32,1978,1980,3,0.182481752,1978,1980,3,0,1978,1980,3,16.376,16.376,16.376
4215800,4,15,GRAVE CREEK,AT THE MOUTH,CA,49.843334,-114.86,84,1260,1970,1999,30,0,1970,1996,27,0,1970,1999,30,1.088,1.088,1.088
4232300,4,32,GRAVEL RIVER,NEAR CAVERS,CA,48.926109,-87.690834,616,395,1974,2017,44,25.95946802,1974,1994,21,0,1974,2017,44,7.909,7.909,7.909
2909100,2,9,GRAVIYKA,IGARKA,RU,67.51,86.55,323,-999,1978,1987,10,8.159912377,1938,1993,56,12.65060241,1938,1993,56,4.752,4.752,4.752
4208247,4,8,GRAYLING RIVER,NEAR THE MOUTH,CA,59.374722,-125.06861,1780,-999,1983,1995,13,0,1983,1993,11,0,1983,1995,13,16.542,16.542,16.542
4208980,4,8,GREASE RIVER,BELOW FOUNTAINE LAKE,CA,59.547222,-106.41111,6150,-999,1973,1995,23,9.998743876,1973,1993,21,11.11111111,1973,1995,23,28.662,28.662,28.662
4208160,4,8,GREAT BEAR RIVER,OUTLET OF GREAT BEAR LAKE,CA,65.134445,-123.51195,145000,-999,1961,2016,56,13.61156172,1961,1993,33,15.8974359,1961,2016,56,538.24,538.24,538.24
5204253,5,4,GREAT DARLING ANABRANCH,WYCOT,AU,-32.9652,142.0564,-999,50,1962,2007,46,5.388932472,1962,2000,39,31.85840708,1962,2007,46,6.137,6.137,6.137
1160510,1,60,GREAT FISH RIVER,BRANDT LEGTE PIGGOT'S BRIDGE,ZA,-33.098056,26.444722,23067,300,1935,2018,84,0.546538044,1935,2001,67,7.682619647,1935,2018,84,6.333,6.333,6.333
1160511,1,60,GREAT FISH RIVER,KATKOP (27673901),ZA,-31.903056,25.481667,9545,975,1918,1993,76,0.702344807,,,,,1918,1993,76,8.798,8.798,8.798
1160512,1,60,GREAT FISH RIVER,ZOUTPANSDRIFT (27673802),ZA,-31.904167,25.430556,1717,980,1975,2018,44,1.461221431,,,,,1975,2018,44,0.318,0.318,0.318
1160580,1,60,GREAT FISH RIVER,MATOLEMA'S LOCATION OUTSPAN,ZA,-33.237778,26.994722,29745,38,1969,2018,50,9.111098773,1969,2001,33,11.8251928,1969,2018,50,10.401,10.401,10.401
1160684,1,60,GREAT KEI,AREA 8 SPRINGS B,ZA,-32.51639,28.01806,484,-999,1990,2018,29,0.668475102,,,,,1990,2018,29,19.894,19.894,19.894
4123230,4,23,GREAT MIAMI RIVER,"HAMILTON, OH",US,39.3912,-84.5722,9401.7,152.39,1927,2018,92,0,,,,,1927,2018,92,101.202,101.202,101.202
4584100,4,84,GREAT RIVER,LETHE,JM,18.392203,-77.965922,221,85,1955,2019,65,1.610629299,1969,1979,11,0,1955,2019,65,11.56,11.56,11.56
1286660,1,86,GREAT RUAHA RIVER,MTERA,TZ,-7.92,36.98,67950,680,1954,1979,26,4.247440645,1955,1979,25,3,1954,1979,26,123.665,123.665,123.665
1286661,1,86,GREAT RUAHA RIVER,SALIMWANI (55232108),TZ,-8.9,37.116667,788,-999,1954,1986,33,5.184929139,,,,,1954,1986,33,19.852,19.852,19.852
1617800,1,17,GREAT SCARCIES,BADERA,GN,9.87,-12.52,2750,-999,1978,1980,3,2.816901408,1978,1980,3,2.857142857,1978,1980,3,56.29,56.29,56.29
6607950,6,7,GREAT STOUR,HORTON,GB,51.25810205,1.030508073,345,12.5,1964,2018,55,0.182528013,1964,1993,30,0,1964,2018,55,3.202,3.202,3.202
5708140,5,8,GREEN ANT CREEK,TIPPERARY,AU,-13.7382,131.1026,435,27.02,1966,2007,42,4.768862912,1966,2001,36,12.67942584,1966,2007,42,2.541,2.541,2.541
4119230,4,19,GREEN RIVER,"NEAR GENESEO, IL",US,41.4889,-90.1576,2597.8,176.07,1936,2019,84,0.57782593,,,,,1936,2019,84,19.522,19.522,19.522
4123220,4,23,GREEN RIVER,"MUNFORDVILLE, KY",US,37.2681,-85.8861,4333.1,137.68,1915,2019,105,13.91464215,,,,,1915,2019,105,78.421,78.421,78.421
4152550,4,52,GREEN RIVER,"GREEN RIVER, UTAH",US,38.9861,-110.1512,116161.5,1231.45,1894,2018,125,4.363074887,1965,1984,20,0,1894,2018,125,169.333,169.333,169.333
4152551,4,52,GREEN RIVER,"NEAR JENSEN, UT",US,40.4094,-109.2354,76819.4,1450.24,1946,2019,74,0,,,,,1946,2019,74,119.04,119.04,119.04
4152552,4,52,GREEN RIVER,"NEAR GREEN RIVER, WY",US,41.5164,-109.449,36260,1847.01,1951,2018,68,0,,,,,1951,2018,68,45.754,45.754,45.754
4152553,4,52,GREEN RIVER,"NEAR LA BARGE, WY",US,42.1927,-110.1632,10126.9,1987.29,1963,2019,57,0,,,,,1963,2019,57,44.535,44.535,44.535
5204215,5,4,GREEN VALLEY CREEK,HILL END,AU,-32.9506,149.4561,119,-999,1966,2001,36,2.825572218,1966,2001,36,31.17505995,1966,2001,36,0.511,0.511,0.511
4123270,4,23,GREENBRIER RIVER,"HILLDALE, WV",US,37.6401,-80.8051,4193.2,423.26,1936,2019,84,0,,,,,1936,2019,84,65.408,65.408,65.408
4123271,4,23,GREENBRIER RIVER,"ALDERSON, WV",US,37.7243,-80.6415,3532.8,466.17,1895,2019,125,0,,,,,1895,2019,125,57.059,57.059,57.059
4123272,4,23,GREENBRIER RIVER,"BUCKEYE, WV",US,38.186,-80.1306,1398.6,635.78,1929,2019,91,0.893977895,,,,,1929,2019,91,25.427,25.427,25.427
4208683,4,8,GREGG RIVER,NEAR THE MOUTH,CA,53.251945,-117.35639,364,-999,1985,2018,34,34.29042904,1985,1993,9,32.65306122,1985,2018,34,n.a.,n.a.,n.a.
4208684,4,8,GREGG RIVER,NEAR HINTON,CA,53.25,-117.35,364,-999,1984,1985,2,29.7833935,1984,1985,2,33.33333333,1984,1985,2,n.a.,n.a.,n.a.
3624320,3,24,"GREGORIO, RIO",FAZENDA PARANACRE,BR,-7.9511,-71.4822,2041,-999,1982,2010,29,17.03108148,,,,,1982,2010,29,45.544,45.544,45.544
5109110,5,9,GREGORY RIVER,GREGORY DOWNS,AU,-18.642111,139.252556,12690,69,1969,2007,39,1.033335693,1970,1972,3,0,1969,2007,39,18.186,18.186,18.186
6971085,6,71,"GREMIKHA, RUCHEY",AT RIVER OFFERING,RU,69.285004,32.900833,85,-999,,,,,1940,1964,25,55.10204082,1940,1964,25,1.318,1.318,1.318
6605520,6,5,"GRETA, RIVER",RUTHERFORD BRIDGE,GB,54.50518655,-1.949608059,86.1,223,1960,2018,59,0.023602719,1960,1993,34,0,1960,2018,59,2.307,2.307,2.307
1737250,1,37,GRIBINGUI,KAGA-BANDORO,CF,7,19.18333333,5680,401.54,1986,1988,3,4.103967168,1986,1988,3,4.166666667,1986,1988,3,5.567,5.567,5.567
6972877,6,72,GRIDINA,GRIDINO,RU,65.918333,34.6725,540,-999,,,,,1945,1988,44,0,1945,1988,44,5.007,5.007,5.007
5141650,5,41,"GRIDULU, KALI",GUNUNG SARI,ID,-8.135,111.142778,249,-999,1975,2010,36,24.6313829,,,,,1975,2010,36,23.915,23.915,23.915
4362201,4,62,GRIJALVA,REFORMA,MX,17.9583,-93.1833,37702,18,1954,1985,32,3.135738832,1947,1981,35,6.904761905,1947,1985,39,239.191,239.191,239.191
4208126,4,8,GRIMSHAW DRAINAGE,NEAR GRIMSHAW,CA,56.16,-117.6,8.1,-999,1991,2011,21,39.04837852,1991,1993,3,35.48387097,1991,2011,21,n.a.,n.a.,n.a.
6731133,6,31,GROA,DALAVATN,NO,62.61,8.73,85.8,440,1974,2014,41,0.423468342,,,,,1974,2014,41,3.261,3.261,3.261
3650530,3,50,"GROAIRAS, RIO",GROAIRAS,BR,-3.9092,-40.3797,2700,80,1968,2010,43,0.179671458,1968,1994,27,0,1968,2010,43,7.569,7.569,7.569
4208757,4,8,GROAT CREEK,NEAR WHITECOURT,CA,54.032501,-115.84167,134,-999,1984,2015,32,33.08849248,1984,1993,10,34.23423423,1984,2015,32,n.a.,n.a.,n.a.
6139810,6,39,GROIN,ARTEMARE,FR,45.87,5.69,42,243,1961,2008,48,0,,,,,1961,2008,48,3.284,3.284,3.284
6934850,6,34,GRONA,VINDTVEDKANALEN,DK,54.93,8.95,603,-999,,,,,1959,1970,12,0,1959,1970,12,11.78,11.78,11.78
6934860,6,34,GRONA,RORKAER,DK,54.9259,8.93045,563,2.3,1959,2017,59,0,,,,,1959,2017,59,7.398,7.398,7.398
6731235,6,31,GRONO,VIVASSDAL,NO,59.96,6.96,68.1,910,1969,2000,32,17.89624843,,,,,1969,2000,32,4.907,4.907,4.907
1160957,1,60,GROOTKLOOF,SPARKENBOSCH (27694307),ZA,-34.020278,20.535556,25,90,1951,2018,68,8.746910829,,,,,1951,2018,68,0.372,0.372,0.372
1160390,1,60,GROOTRIVIER,DE RUST (27693312),ZA,-33.475556,22.547778,692,480,1964,1994,31,4.367373154,,,,,1964,1994,31,0.396,0.396,0.396
1160460,1,60,GROOTRIVIER,GROOTRIVIERSPOORT (27691206),ZA,-33.730833,24.617778,29571,133,1964,2018,55,0.903297034,,,,,1964,2018,55,2.293,2.293,2.293
6731347,6,31,GROSETTBEKKEN,GROSETTJERN,NO,59.85,8.32,6.5,936,1949,2015,67,0,,,,,1949,2015,67,0.122,0.122,0.122
