grdc_no,wmo_reg,sub_reg,river,station,country,lat,long,area,altitude,d_start,d_end,d_yrs,d_miss,m_start,m_end,m_yrs,m_miss,t_start,t_end,t_yrs,lta_discharge,r_volume_yr,r_height_yr
6731440,6,31,FOSSELVA,HARASJOEN,NO,60.65,11.39,55.7,290,1966,2001,36,0.248215948,,,,,1966,2001,36,0.91,0.91,0.91
6605400,6,5,FOSTON BECK,FOSTON MILL,GB,53.97830372,-0.334007075,57.2,6.4,1959,2018,60,0.993039443,,,,,1959,2018,60,0.664,0.664,0.664
4125205,4,25,FOURCHE MALINE,"NEAR RED OAK, OK",US,34.9126,-95.1558,315.9,164.84,1938,2019,82,0.518117169,1938,2000,63,3.230148048,1938,2019,82,3.798,3.798,3.798
6607120,6,7,"FOWEY, RIVER",RESTORMEL,GB,50.43105299,-4.679474304,169.1,9.2,1961,2018,58,0,,,,,1961,2018,58,4.723,4.723,4.723
4119317,4,19,FOX RIVER,"DAYTON, IL",US,41.3845,-88.7892,6843.4,140.91,1914,2019,106,0.005224524,,,,,1914,2019,106,54.91,54.91,54.91
4133200,4,33,FOX RIVER,"RAPID CROCHE DAM NEAR WRIGHTSTOWN, WIS.",US,44.3175,-88.1973,15565.9,-999,1917,2013,97,0,1965,1984,20,0,1917,2013,97,122.238,122.238,122.238
4133250,4,33,FOX RIVER,"BERLIN, WIS.",US,43.9539,-88.9523,3470.6,226.93,1898,2019,122,0.006775374,,,,,1898,2019,122,32.943,32.943,32.943
6217700,6,17,"FRAILES, RIO",PINOS PUENTE,ES,37.27,-3.77,382,576,1977,1984,8,1.212358232,1977,1984,8,1.19047619,1977,1984,8,1.089,1.089,1.089
4208290,4,8,FRANCES RIVER,NEAR WATSON LAKE,CA,60.473888,-129.1189,12800,-999,1962,2017,56,1.303223239,1963,1993,31,1.891891892,1962,2017,56,161.942,161.942,161.942
5606042,5,6,FRANKLAND RIVER,MOUNT FRANKLAND,AU,-34.906187,116.788519,4509,-999,1952,2006,55,0,1952,1995,44,0,1952,2006,55,5.416,5.416,5.416
5803800,5,3,FRANKLIN RIVER,MT. FINCHAM TRACK,AU,-42.24,145.77,757,248,1953,1995,43,0,1953,1994,42,0,1953,1995,43,45.555,45.555,45.555
1160295,1,60,FRANSCHHOEKRIVIER,LE MOUILLAGE (27711403),ZA,-33.890556,19.078889,46,199,1949,2018,70,6.911753129,,,,,1949,2018,70,0.72,0.72,0.72
4207190,4,7,FRASER RIVER,SHELLEY,CA,54.011112,-122.61667,32400,-999,1950,2014,65,0,1950,1996,47,0,1950,2014,65,813.255,813.255,813.255
4207310,4,7,FRASER RIVER,NEAR MARGUERITE,CA,52.529999,-122.44222,114000,430,1950,2015,66,1.875156263,1950,1996,47,2.857142857,1950,2015,66,1445.519,1445.519,1445.519
4207380,4,7,FRASER RIVER,RED PASS,CA,52.981945,-119.00417,1700,-999,1955,2016,62,0,1955,1996,42,0,1955,2016,62,45.434,45.434,45.434
4207900,4,7,FRASER RIVER,HOPE,CA,49.380554,-121.45139,217000,38,1912,2016,105,0,1912,1996,85,0,1912,2016,105,2721.752,2721.752,2721.752
4208755,4,8,FREEMAN RIVER,NEAR FORT ASSINIBOINE,CA,54.364445,-114.90361,1660,-999,1965,2017,53,32.11991435,1965,1993,29,32.84457478,1965,2017,53,n.a.,n.a.,n.a.
4123380,4,23,FRENCH BROAD RIVER,"ASHEVILLE, NC",US,35.6093,-82.5785,2447.6,594.45,1895,2019,125,0,,,,,1895,2019,125,59.019,59.019,59.019
4123381,4,23,FRENCH BROAD RIVER,"BENT CREEK, NC",US,35.5021,-82.5923,1750.8,608.35,1934,1986,53,0,,,,,1934,1986,53,47.849,47.849,47.849
4123382,4,23,FRENCH BROAD RIVER,"BLANTYRE, NC",US,35.299,-82.6237,766.6,627.99,1920,2019,100,0,,,,,1920,2019,100,27.849,27.849,27.849
4123355,4,23,FRENCH CREEK,"UTICA, PA",US,41.4376,-79.9559,2662.5,310.73,1932,2019,88,0,,,,,1932,2019,88,54.338,54.338,54.338
4234400,4,34,FRENCH RIVER,DRY PINE BAY,CA,46.0683,-80.6011,13900,-999,1961,2018,58,0,,,,,1961,2018,58,187.658,187.658,187.658
4122370,4,22,FRENCHMAN CREEK,"CULBERTSON, NEBR.",US,40.2347,-100.8782,7744.1,787.43,1935,2019,85,0,,,,,1935,2019,85,2.146,2.146,2.146
4220200,4,20,FRENCHMAN RIVER,INTERNATIONAL BOUNDARY (CANADA),CA,49,-107.3017,5510,-999,1917,2017,101,32.76819246,,,,,1917,2017,101,n.a.,n.a.,n.a.
4220201,4,20,FRENCHMAN RIVER,AT 50-MILE,CA,49.4103,-108.0125,3080,-999,1914,1992,79,63.42007176,,,,,1914,1992,79,n.a.,n.a.,n.a.
3630200,3,30,"FRESCO, RIO",BOA ESPERANCA,BR,-6.7453,-51.7736,43030,-999,1976,2007,32,13.32819062,,,,,1976,2007,32,848.493,848.493,848.493
4209650,4,9,FRESHWATER CREEK,NEAR CAMBRIDGE BAY,CA,69.131111,-104.99056,1490,-999,1970,2016,47,14.2940935,1970,1996,27,19.87381703,1970,2016,47,4.113,4.113,4.113
6128050,6,28,"FRESQUEL, RUISSEAU",VILLEPINTE,FR,43.17,2.5,216,-999,1971,1991,21,5.228161669,1971,1991,21,4.761904762,1971,1991,21,1.135,1.135,1.135
6357020,6,57,FRIEDLANDER STROM,BLIESDORF,DE,52.693351,14.159127,737,1.88,1970,2014,45,0,,,,,1970,2014,45,2.983,2.983,2.983
4150585,4,50,FRIO RIVER,"NEAR DERBY, TX",US,28.7366,-99.1448,8881,136.89,1915,2018,104,3.876852908,,,,,1915,2018,104,3.752,3.752,3.752
4873100,4,73,"FRIO, RIO",GUATUSO,CR,10.67,-84.82,254,44,1973,1993,21,65.01026694,,,,,1973,1993,21,29.292,29.292,29.292
6607760,6,7,"FROME, RIVER",FRENCHAY,GB,51.4925924,-2.523488664,148.9,20,1961,2018,58,0,,,,,1961,2018,58,1.751,1.751,1.751
6608510,6,8,"FROME, RIVER",YARKHILL,GB,52.08135251,-2.563492134,144,55.4,1968,2018,51,0.065710218,,,,,1968,2018,51,1.163,1.163,1.163
6235200,6,35,FRUTZBACH,LATERNS,AT,47.2575,9.7292,33.4,830.1,1956,2012,57,0,,,,,1956,2012,57,2.091,2.091,2.091
4215350,4,15,FRY CREEK,BELOW CARNEY CREEK,CA,50.0814,-116.7847,461,-999,1973,2017,45,0.404883136,,,,,1973,2017,45,19.447,19.447,19.447
2588483,2,88,FUEFUKI-GAWA,TORINKYO,JP,35.571389,138.523889,916.3,-999,1993,2003,11,0,1993,2000,8,0,1993,2003,11,24.707,24.707,24.707
4355300,4,55,"FUERTE NUEVO, RIO",SAN MIGUEL ZAPOTITLAN,MX,25.9542,-109.0458,34247,20,1960,1989,30,7.462128296,1976,1981,6,0,1960,1989,30,41.967,41.967,41.967
2588480,2,88,FUJI KAWA,KITAMATSUNO,JP,35.191667,138.585833,3539.8,-999,1986,2003,18,33.35868573,1986,2000,15,40,1986,2003,18,91.909,91.909,91.909
2588481,2,88,FUJI KAWA,SHIMIZUBATA,JP,35.528056,138.453889,2179.1,-999,1993,2003,11,0.174259398,1993,2000,8,0,1993,2003,11,61.09,61.09,61.09
2588482,2,88,FUJI KAWA,FUNAYAMA-BASHI,JP,35.695833,138.455833,481.5,-999,1993,2003,11,8.613393079,1993,2000,8,1.041666667,1993,2003,11,12.815,12.815,12.815
1666110,1,66,"FUL LUS, KHOR",AT THE MOUTH,SS,9.3,31.68,-999,-999,,,,,1929,1940,12,50.3875969,1929,1940,12,0.427,0.427,0.427
6337506,6,37,FULDA,GREBENAU,DE,51.193,9.498,2975,151.03,1950,2016,67,0,,,,,1950,2016,67,25.795,25.795,25.795
6337507,6,37,FULDA,GUNTERSHAUSEN,DE,51.227,9.469,6366,140.89,1920,2016,97,0,,,,,1920,2016,97,55.543,55.543,55.543
6337508,6,37,FULDA,ROTENBURG,DE,51.004,9.72,2523,179.54,1920,2016,97,0,,,,,1920,2016,97,21.411,21.411,21.411
6337530,6,37,FULDA,KAEMMERZELL,DE,50.599958,9.642059,561,235.69,1953,2016,64,0.936199723,,,,,1953,2016,64,6.51,6.51,6.51
3103350,3,3,"FUNDACION, RIO",FUNDACION,CO,10.5,-74.13,992,55,1978,1988,11,0,1978,1988,11,0,1978,1988,11,29.551,29.551,29.551
6731460,6,31,FURA,FURA,NO,60.88483,11.32496,42.4,350,1970,2015,46,0,,,,,1970,2015,46,0.928,0.928,0.928
6731610,6,31,FUSTA,FUSTVATN,NO,65.9,13.3,520,-999,1908,2014,107,0,,,,,1908,2014,107,32.127,32.127,32.127
3290500,3,90,"FUTALEUFU, RIO",BALSA GARZON,AR,-43.13,-71.58,4650,320,1948,1976,29,0,1948,1980,33,3.125,1948,1980,33,293.371,293.371,293.371
2178200,2,78,FUTUN XI,SHAO-WU-HSIEN,CN,27.3,117.5,2745,-999,1980,1999,20,4.996577687,,,,,1980,1999,20,116.138,116.138,116.138
6233150,6,33,FYLLEAN,SIMLANGEN,SE,56.71,13.12,259.7,65,1927,2019,93,0.023940627,1951,2018,68,0.620347395,1927,2019,93,5.536,5.536,5.536
6233400,6,33,FYRAN,FYRAS,SE,63.51,15.38,2428.4,299,1923,2019,97,0,1972,2019,48,0,1923,2019,97,32.638,32.638,32.638
2416600,2,16,G`OVASOY,GAYA,KG,41.2,71.08,657,1063,1978,1981,4,0,1978,1981,4,0,1978,1981,4,5.705,5.705,5.705
1259090,1,59,GAAPRIVIER,HOLOOG (64812015),,-27.433,17.967,2510,900,1979,2016,38,5.534490302,,,,,1979,2016,38,0.053,0.053,0.053
6246130,6,46,GAIL,RATTENDORF,AT,46.6239,13.2544,594.9,595.28,1951,2012,62,0,,,,,1951,2012,62,18.951,18.951,18.951
6604815,6,4,"GAIRN, RIVER",INVERGAIRN,GB,57.05992613,-3.069535417,150,217.7,1978,2016,39,0,,,,,1978,2016,39,3.869,3.869,3.869
6342820,6,42,GAISSA,HOERMANNSBERG,DE,48.62954,13.36914,212,-999,1957,2016,60,0,,,,,1957,2016,60,3.215,3.215,3.215
6342945,6,42,GAISSACH,GAISSACH,DE,47.74,11.58,36.8,660,1955,2012,58,0,,,,,1955,2012,58,1.031,1.031,1.031
6139340,6,39,GALAURE,ST. UZE,FR,45.18,4.85,232,-999,1980,1992,13,3.180372558,1980,1992,13,0,1980,1992,13,1.58,1.58,1.58
1989370,1,89,"GALETS, RIVIERE DES",CAP LEBOT,RE,-20.957311,55.277599,-999,240,2000,2001,2,25.17099863,2000,2001,2,12.5,2000,2001,2,1.065,1.065,1.065
4151420,4,51,GALLINAS CREEK,"NEAR COLONIAS, NM",US,35.182,-104.9003,1579.9,1506.93,1951,2019,69,0.259677999,,,,,1951,2019,69,0.487,0.487,0.487
4151421,4,51,GALLINAS CREEK,"NEAR MONTEZUMA, NM",US,35.652,-105.3189,217.6,2095.5,1926,2018,93,0,,,,,1926,2018,93,0.544,0.544,0.544
1813200,1,13,GAMBIA,GOULOUMBOU,SN,13.47,-13.73,42000,-999,1979,1989,11,51.49601976,1970,1994,25,12.16216216,1970,1994,25,120.882,120.882,120.882
1813450,1,13,GAMBIA,WASSADOU AVAL,SN,13.35,-13.38,33500,4,1979,1989,11,51.46454969,1973,1994,22,23.46153846,1973,1994,22,88.449,88.449,88.449
1813460,1,13,GAMBIA,WASSADOU AMONT,SN,13.35,-13.37,21200,5,1979,1989,11,60.81599124,1970,1994,25,24.32432432,1970,1994,25,87.181,87.181,87.181
1813500,1,13,GAMBIA,SIMENTI,SN,13.03,-13.3,20500,10,1979,1989,11,52.91005291,1970,1994,25,20.94594595,1970,1994,25,89.173,89.173,89.173
1813700,1,13,GAMBIA,MAKO,SN,12.87,-12.35,10450,75,1979,1989,11,50.2337091,1970,1994,25,20.27027027,1970,1994,25,68.071,68.071,68.071
1813780,1,13,GAMBIA,KEDOUGOU,SN,12.55,-12.18,7550,102,1979,1989,11,50.01368738,1970,1994,25,12.16216216,1970,1994,25,62.23,62.23,62.23
1160378,1,60,GAMKARIVIER,SPEK BOOM BERG,ZA,-33.31,21.634167,17076,-999,1964,2016,53,5.727036073,,,,,1964,2016,53,1.373,1.373,1.373
2181850,2,81,GAN JIANG,JIAN,CN,27.1,114.98,56200,-999,,,,,1973,1984,12,0,1973,1984,12,1669.99,1669.99,1669.99
6590500,6,90,GANCACAY,ZURNABAD,AZ,40.49763333,46.24115278,314,876.87,1978,1987,10,10.02190581,1926,2017,92,0,1926,2017,92,4.264,4.264,4.264
2549500,2,49,GANDAK RIVER,DEVGHAT,NP,27.71,84.43,31100,180,,,,,1963,1993,31,19.35483871,1963,1993,31,1569.832,1569.832,1569.832
4244770,4,44,GANDER RIVER,BIG CHUTE,CA,49.015278,-54.853611,4400,15,1949,2018,70,0,1949,1996,48,0,1949,2018,70,121.363,121.363,121.363
2646100,2,46,GANGES RIVER,PAKSEY,BD,24.08,89.03,846900,14,,,,,1969,1975,7,15.47619048,1969,1975,7,12147.003,12147.003,12147.003
2646200,2,46,GANGES RIVER,HARDINGE BRIDGE,BD,24.08,89.03,846300,14,1985,1992,8,1.213307241,1985,1992,8,1.19047619,1985,1992,8,10943.491,10943.491,10943.491
2846800,2,46,GANGES RIVER,FARAKKA,IN,25,87.92,835000,-999,,,,,1949,1973,25,16,1949,1973,25,12105.937,12105.937,12105.937
2998522,2,98,GANGON,USTE,RU,61.88,152.98,11.1,-999,,,,,1963,1987,25,45.27027027,1963,1987,25,0.134,0.134,0.134
6139070,6,39,GANIERE,GAGNIERES (BANNES),FR,44.328542,4.11256,277,247.81,1964,2006,43,0,,,,,1964,2006,43,1.649,1.649,1.649
6128620,6,28,GAPEAU,HYERES (STE-EULALIE),FR,43.146302,6.148768,451,63.83,1961,2008,48,4.836863194,,,,,1961,2008,48,3.778,3.778,3.778
5141450,5,41,"GARANG, KALI",PANJANGAN,ID,-7.005556,110.388056,185.2,-999,1986,2008,23,29.91310558,,,,,1986,2008,23,10.69,10.69,10.69
3649420,3,49,"GARCAS, RIO DAS",TESOURO,BR,-16.0778,-53.5475,4830,391,1966,2007,42,7.816166884,1966,1987,22,1.167315175,1966,2007,42,104.524,104.524,104.524
2910245,2,10,GARCHAK,MAYSK,RU,57.78,77.28,97,-999,,,,,1973,1994,22,4.597701149,1973,1994,22,0.577,0.577,0.577
4213460,4,13,GARDEN RIVER,NEAR HENRIBOURGH,CA,53.39389,-105.61083,903,466,1966,2016,51,33.94530192,1966,1996,31,32.96703297,1966,2016,51,n.a.,n.a.,n.a.
6139061,6,39,GARDON DE SAINTE-CROIX,GABRIAC (PONT RAVAGERS),FR,44.19036,3.715498,47,435.54,1955,2012,58,6.845977451,,,,,1955,2012,58,0.975,0.975,0.975
6139060,6,39,GARDON DE SAINT-JEAN,CORBES (ROC COURBE),FR,44.073124,3.960473,263,191.49,1967,2012,46,2.36632948,1967,1991,25,1.666666667,1967,2012,46,7.073,7.073,7.073
1512200,1,12,"GARFA, OUED",GHORFA AVAL,MR,15.53,-12.7,5050,-999,1979,1985,7,31.2084474,1979,1985,7,30.95238095,1979,1985,7,11.974,11.974,11.974
1837500,1,37,GARI,JEKARADE,NG,12.592778,8.458889,1562,424,1963,1973,11,42.5974026,,,,,1963,1973,11,3.123,3.123,3.123
1837501,1,37,GARI,KUNCHI,NG,12.491667,8.268611,1155,466,1973,1973,1,0,,,,,1973,1973,1,n.a.,n.a.,n.a.
4244785,4,44,GARNISH RIVER,NEAR GARNISH,CA,47.21389,-55.329166,205,-999,1958,2017,60,0,1958,1996,39,0,1958,2017,60,8.973,8.973,8.973
6125100,6,25,GARONNE,MAS-D'AGENAIS,FR,44.42,0.23,52000,17,1961,1979,19,10.56348177,1920,1979,60,0,1920,1979,60,671.096,671.096,671.096
6123820,6,23,GARTEMPE,FOLLES (BESSINES),FR,46.11283,1.432653,570,352.42,1960,2012,53,0,,,,,1960,2012,53,8.11,8.11,8.11
4122280,4,22,GASCONADE RIVER,"JEROME, MO",US,37.9298,-91.9774,7355.6,200.45,1903,2019,117,14.16688267,,,,,1903,2019,117,75.076,75.076,75.076
4122281,4,22,GASCONADE RIVER,"NEAR RICH FOUNTAIN, MO",US,38.3889,-91.821,8236.2,168.77,1921,2019,99,27.67007996,,,,,1921,2019,99,87.264,87.264,87.264
5607200,5,7,GASCOYNE RIVER,NINE MILE BRIDGE,AU,-24.8276,113.7691,73432,-999,1957,2000,44,0,1957,1996,40,0,1957,2000,44,22.329,22.329,22.329
1196140,1,96,GA-SELATI,MASUNGA RIVER (27521008),ZA,-24.009167,30.672222,841,491,1956,1998,43,6.837277917,,,,,1956,1998,43,1.322,1.322,1.322
1196141,1,96,GA-SELATI,CALAIS (27521003),ZA,-24.12263,30.358379,85,667,1948,1972,25,33.62359224,,,,,1948,1972,25,0.161,0.161,0.161
1196142,1,96,GA-SELATI,CALAIS (27521014),ZA,-24.123889,30.355278,84,678,1973,2018,46,4.274227677,,,,,1973,2018,46,0.236,0.236,0.236
4243080,4,43,"GATINEAU, RIVIERE",AUX RAPIDES CEIZUR,CA,47.0836,-75.7536,6840,-999,1974,2013,40,1.778808971,,,,,1974,2013,40,126.111,126.111,126.111
1258510,1,58,GAUB,GREYLINGSHOF,,-23.467,15.767,2490,750,1980,2018,39,18.95724415,,,,,1980,2018,39,0.167,0.167,0.167
6373100,6,73,GAUJA,VALMIERA,LV,57.5362,25.4234,6280,-999,1980,2018,39,3.208143208,,,,,1980,2018,39,63.743,63.743,63.743
6373102,6,73,GAUJA,VELENA,LV,56.84,24.26,697,107,1986,1995,10,50,,,,,1986,1995,10,6.911,6.911,6.911
6373103,6,73,GAUJA,TILDERI,LV,57.15,25.91,2230,62,1986,1995,10,50,,,,,1986,1995,10,16.546,16.546,16.546
6373104,6,73,GAUJA,SIGULDA,LV,57.54,26.7,8510,11,1986,1995,10,50,,,,,1986,1995,10,78.97,78.97,78.97
6731165,6,31,GAULA,VIKSVATN,NO,61.33,5.87,505,-999,1902,2007,106,0.069993519,,,,,1902,2007,106,41.461,41.461,41.461
6731500,6,31,GAULA,HAGA BRU,NO,62.91,9.22,3062,278,1908,2015,108,0,,,,,1908,2015,108,76.019,76.019,76.019
6731501,6,31,GAULA,GAULFOSS,NO,63.108479,10.229018,3079,45,1958,2015,58,19.08676233,,,,,1958,2015,58,82.754,82.754,82.754
6731502,6,31,GAULA,EGGAFOSS,NO,62.89011,11.18388,654.2,330,1941,2015,75,0,,,,,1941,2015,75,17.306,17.306,17.306
3652210,3,52,"GAVIAO, RIO",ANAGE,BR,-14.6125,-41.13806,6980,358,1968,2010,43,9.009240246,1968,1980,13,58.33333333,1968,2010,43,7.86,7.86,7.86
6233112,6,33,GAVLEAN,GAVLE,SE,60.68,17.11,2311.9,-999,1905,2018,114,0.581199866,,,,,1905,2018,114,20.013,20.013,20.013
1814070,1,14,"GEBA, RIO",SONACO,GW,12.43,-14.5,7340,4,,,,,1979,1993,15,33.88888889,1979,1993,15,1.47,1.47,1.47
1814400,1,14,"GEBA, RIO",KAYANGA AVAL (PONT WASSADOU),SN,12.83,-14.13,2870,-999,1979,1983,5,26.4301231,1979,1983,5,26.66666667,1979,1983,5,0.211,0.211,0.211
4208287,4,8,GEDDES CREEK,AT THE MOUTH,CA,59.598331,-126.66666,77.8,-999,1979,1996,18,0.934870676,1979,1993,15,0.578034682,1979,1996,18,0.192,0.192,0.192
6667300,6,67,GEDIZ NEHRI,MANISA,TR,38.619583,27.430834,15616,-999,1975,1986,12,26.48083624,1975,1986,12,26.51515152,1975,1986,12,62.228,62.228,62.228
4213286,4,13,GEIKIE RIVER,BELOW WHEELER RIVER,CA,57.5889,-104.2028,7730,-999,1966,2017,52,0,,,,,1966,2017,52,44.433,44.433,44.433
1587200,1,87,GELANA SHET',DIMMA TORE,ET,5.92,38.13,587,1190,1978,1980,3,0,1978,1980,3,0,1978,1980,3,4.749,4.749,4.749
5302350,5,2,GELLIBRAND RIVER,CARLISLE,AU,-38.5919,143.3333,565,-999,1964,1991,28,0,,,,,1964,1991,28,5.538,5.538,5.538
1160891,1,60,GELUKSBURGSPRUIT,SCHOON SPRUIT (27661729),ZA,-28.508056,29.348056,21,1197,1968,1993,26,8.882773803,,,,,1968,1993,26,0.143,0.143,0.143
4874710,4,74,"GENERAL, RIO",LA CUESTA,CR,9.23,-83.6,836,475,1973,1993,21,75.01711157,,,,,1973,1993,21,61.362,61.362,61.362
4874750,4,74,"GENERAL, RIO",BRUJO,CR,9.08,-83.27,2401,137,1973,1993,21,75.01711157,,,,,1973,1993,21,178.192,178.192,178.192
4136300,4,36,GENESEE RIVER,"ROCHESTER, N.Y.",US,43.1806,-77.6275,6389.5,74.44,1904,2005,102,1.613033744,,,,,1904,2005,102,79.016,79.016,79.016
4136301,4,36,GENESEE RIVER,"PORTAGEVILLE, NY",US,42.5703,-78.0422,2548.6,329.18,1908,2018,111,0,,,,,1908,2018,111,36.761,36.761,36.761
1666540,1,66,"GENI, KHOR",AT THE MOUTH,SS,7.8167,32.9833,-999,-999,,,,,1934,1944,11,72.95081967,1934,1944,11,n.a.,n.a.,n.a.
5302100,5,2,GENOA RIVER,THE GORGE,AU,-37.416,149.5205,837,-999,1972,2001,30,0,1972,2001,30,1.416430595,1972,2001,30,4.325,4.325,4.325
4214905,4,14,"GEORGE, RIVIERE",AU LAC DE LA HUTTE SAUVAGE,CA,56.7931,-65.7583,24200,-999,1975,2013,39,26.95962844,,,,,1975,2013,39,502.479,502.479,502.479
4214950,4,14,"GEORGE, RIVIERE",AUX CHUTES HELEN,CA,58.1547,-65.8436,35200,104,1957,1979,23,28.14787701,1962,1979,18,7.317073171,1957,1979,23,738.534,738.534,738.534
5110010,5,10,GEORGINA RIVER,CAMOOWEAL,AU,-19.924722,138.113333,2875,-999,1970,1988,19,13.94562821,1970,1988,19,13.83928571,1970,1988,19,1.203,1.203,1.203
6196350,6,96,GERMASOGEIA,PHINIKARIA,CY,34.754167,33.1,110,100,1968,2002,35,0,1968,1988,21,10.83333333,1968,2002,35,0.387,0.387,0.387
6335320,6,35,GERSPRENZ,HARRESHAUSEN,DE,49.973683,8.984184,461,119.84,1955,2016,62,0.00895175,,,,,1955,2016,62,3.14,3.14,3.14
6139140,6,39,GERVANNE,BEAUFORT-SUR-GERVANNE,FR,44.774852,5.145297,108,377.78,1966,2012,47,0.848060728,,,,,1966,2012,47,1,1,1
1104300,1,4,"GHIOU, OUED",AMMI MOUSSA,DZ,35.87,1.12,2398,140,,,,,1976,1979,4,0,1976,1979,4,3.195,3.195,3.195
2240310,2,40,"GHOR BAND, DARYA-YE",PUL-I-ASHAWA,AF,35.083333,69.133333,4020,1610,1959,1980,22,0,,,,,1959,1980,22,23.145,23.145,23.145
6196600,6,96,GIALIAS,NISOU,CY,35.020833,33.391667,91,230,1966,2003,38,5.426298967,1966,1988,23,62.25680934,1966,2003,38,0.127,0.127,0.127
5304015,5,4,GIBBO RIVER,GIBBO PARK,AU,-36.7566,147.7093,389.7,510,1971,2011,41,0,,,,,1971,2011,41,3.521,3.521,3.521
1582700,1,82,GIBE WENZ,NEAR ABELTI,ET,8.23,37.58,15746,-999,,,,,1976,1979,4,0,1976,1979,4,195.207,195.207,195.207
6934450,6,34,GIBER,FULDEN,DK,56.08,10.23,46,-999,,,,,1960,1970,11,0,1960,1970,11,7.738,7.738,7.738
6233126,6,33,GIDEALVEN,BJORNA,SE,63.56,18.6,3043,-999,1985,2018,34,0,1986,2018,33,0,1985,2018,34,33.369,33.369,33.369
6604680,6,4,GIFFORD WATER,LENNOXLOVE,GB,55.93584933,-2.784195871,64,51.4,1973,2015,43,4.092743227,,,,,1973,2015,43,0.764,0.764,0.764
6125720,6,25,GIFFOU,ST-JUST-SUR-VIAUR (LA FABREGUERIE),FR,44.107895,2.434281,175,417.2,1968,2012,45,2.236982267,,,,,1968,2012,45,2.257,2.257,2.257
6139840,6,39,"GIFFRE, TORRENT LE",TANINGES,FR,46.11,6.55,325,615,1948,2007,60,0.12776637,,,,,1948,2007,60,18.797,18.797,18.797
6216800,6,16,"GIGUELA, RIO",QUINTANAR,ES,39.63,-3.08,995,690,1977,1984,8,14.27454048,1977,1984,8,14.28571429,1977,1984,8,2.121,2.121,2.121
1653194,1,53,GIKOMA,RUBIRIZI (E.12),BI,-3.2892,29.3908,29,795,,,,,1970,1972,3,0,1970,1972,3,0.446,0.446,0.446
1653195,1,53,GIKOMA,NYANKEMBE (L.12),BI,-3.3083,29.4033,14,1320,,,,,1972,1974,3,0,1972,1974,3,0.303,0.303,0.303
4152200,4,52,GILA RIVER,"NEAR REDROCK,NM",US,32.727,-108.6756,7327.1,1246.63,1930,2019,90,8.539630669,,,,,1930,2019,90,6.064,6.064,6.064
4152201,4,52,GILA RIVER,"NEAR GILA, NM",US,33.0612,-108.5373,4827.8,1418.78,1927,2019,93,0,,,,,1927,2019,93,4.44,4.44,4.44
4152202,4,52,GILA RIVER,"NEAR DOME, AZ",US,32.7609,-114.4205,149831.5,42.42,1905,2019,115,19.48352882,,,,,1905,2019,115,7.841,7.841,7.841
5109170,5,9,GILBERT RIVER,ROCKFIELDS,AU,-18.2038,142.8751,10987,168,1967,2012,46,4.740803691,1967,1995,29,49.2795389,1967,2012,46,42.344,42.344,42.344
1666530,1,66,GILO,AT THE MOUTH,SS,8.15,33.1833,-999,-999,,,,,1929,1947,19,50.44642857,1929,1947,19,3.939,3.939,3.939
4202130,4,2,GILTANA CREEK,NEAR THE MOUTH,CA,61.1967,-136.9872,194,-999,1980,2017,38,1.341890315,,,,,1980,2017,38,0.625,0.625,0.625
2357750,2,57,GIN GANGA,AGALIYA,LK,6.18,80.2,681,-999,1927,1989,63,4.182425895,1927,1989,63,0.535475234,1927,1989,63,60.733,60.733,60.733
2517700,2,17,GINT,KHOROG,TJ,37.53,71.52,13700,2070,,,,,1940,1985,46,0,1940,1985,46,104.365,104.365,104.365
6606870,6,6,"GIPPING, RIVER",STOWMARKET,GB,52.18131953,1.008159779,128.9,25.1,1964,2018,55,1.888877725,,,,,1964,2018,55,0.651,0.651,0.651
6604240,6,4,"GIRVAN, WATER OF",ROBSTONE,GB,55.25880543,-4.807721074,245.5,9.1,1963,2018,56,0.20906964,,,,,1963,2018,56,6.888,6.888,6.888
1653161,1,53,GITENGE,NTAMBA 2,BI,-2.9167,29.3333,179.7,1290,,,,,1979,1986,8,0,1979,1986,8,4.64,4.64,4.64
1653162,1,53,GITENGE,RWEGURA 1,BI,-2.8333,29.48,78.8,2110,,,,,1979,1983,5,2.083333333,1979,1983,5,1.53,1.53,1.53
6731190,6,31,GJENGEDALSELVA,GJENGEDALSVATN,NO,61.66,6.05,55.7,477,1964,2001,38,0,,,,,1964,2001,38,5.433,5.433,5.433
6731233,6,31,GJOV,TOVSLIOYTJONN,NO,59.07,8.02,114.7,536,1969,2002,34,0,,,,,1969,2002,34,3.77,3.77,3.77
4203870,4,3,GLADYS RIVER,OUTLET OF GLADYS LAKE,CA,59.905556,-132.9139,1910,-999,1956,1993,38,4.53748356,1956,1993,38,4.250559284,1956,1993,38,14.705,14.705,14.705
6123420,6,23,GLANE,SAINT-JUNIEN (LE DEROT),FR,45.912209,0.915036,288,263.42,1967,2012,46,0,,,,,1967,2012,46,3.868,3.868,3.868
6608160,6,8,"GLASLYN, AFON",BEDDGELERT,GB,53.0087789,-4.100515311,68.6,32.9,1961,2018,58,0,,,,,1961,2018,58,5.817,5.817,5.817
6935440,6,35,GLATT,HERISAU (ZELLERSMUEHLE),CH,47.3981,9.2571,16.2,725.668,1961,2016,56,0.630683485,,,,,1961,2016,56,0.552,0.552,0.552
